pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Randy Dobnak,118,133,3.5,OVER,PAPER-V3.1,122.0,fanduel,4.214,0.621,0.61,0.448,0.162,6.0,H0,lcb_1sd_8pp,t12,70.32,A,0.011,0.022,0.0,0.0,0.0,677976.0,34.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Shane Bieber,141,139,3.5,OVER,PAPER-V3.1,-117.0,betrivers,4.459,0.66,0.66,0.523,0.137,7.0,H3,raw_8pp,t4,67.33,A,0.03,0.009,0.0,0.0,0.0,669456.0,14.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Brady Singer,113,138,4.5,OVER,PAPER-V3.1,120.0,betrivers,4.966,0.578,0.578,0.448,0.13,7.0,H3,raw_8pp,t4,61.25,B,0.035,0.014,0.0,0.0,0.0,663903.0,52.0,Mixed signals,MIXED,7 internal/verified areas checked
Gerrit Cole,147,110,6.5,UNDER,PAPER-V3.1,-110.0,betmgm,5.831,0.364,0.378,0.496,-0.117,5.0,H0,lcb_1sd_8pp,t12,77.14,A,0.014,0.016,0.0,0.0,0.0,543037.0,23.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Landen Roupp,137,114,4.5,OVER,PAPER-V3.1,120.0,betonlineag,4.827,0.538,0.538,0.437,0.101,7.0,H3,raw_8pp,t4,80.786,A,0.025,0.007,0.0,0.0,0.0,694738.0,32.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Ian Seymour,139,141,5.5,OVER,PAPER-V3.1,102.0,betrivers,6.073,0.562,0.562,0.471,0.091,6.0,H3,raw_8pp,t4,59.185,B,0.04,0.009,0.0,0.0,0.0,693855.0,23.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
