pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Cody Bradford,140,158,4.279,3.5,-140.0,fanduel,113.0,draftkings,0.63,0.612,0.63,0.632,H0,lcb_1sd_8pp,0.554,0.075,0.058,4.0,0.017,0.002,t12,83.333,A,CORROBORATED,False,False,674003.0,-,,0.0,0.0,0.0,False
Michael Wacha,118,114,4.431,4.5,146.0,betonlineag,-164.0,draftkings,0.461,0.454,0.461,0.461,H0,lcb_1sd_8pp,0.404,0.057,0.05,3.0,0.007,0.016,t12,67.732,B,CORROBORATED,False,False,608379.0,-,,0.0,0.0,0.0,False
Luis Castillo,145,142,4.409,3.5,-155.0,betmgm,132.0,fanduel,0.653,0.632,0.653,0.656,H0,lcb_1sd_8pp,0.585,0.068,0.047,4.0,0.021,0.011,t12,68.392,A,CORROBORATED,False,False,622491.0,-,,0.0,0.0,0.0,False
Tanner Bibee,114,118,4.99,4.5,-109.0,betonlineag,100.0,betmgm,0.57,0.549,0.57,0.575,H0,lcb_1sd_8pp,0.503,0.067,0.046,6.0,0.022,0.015,t12,74.454,A,CORROBORATED,False,False,676440.0,-,,0.0,0.0,0.0,False
Patrick Sandoval,111,147,5.181,5.5,-106.0,fanduel,-107.0,betrivers,0.424,0.456,0.424,0.418,H0,lcb_1sd_8pp,0.499,-0.075,-0.043,6.0,0.032,0.01,t12,67.422,B,CORROBORATED,False,False,663776.0,-,,0.0,0.0,0.0,False
Brandon Young,110,133,4.622,4.5,119.0,draftkings,-150.0,betmgm,0.501,0.474,0.501,0.493,H0,lcb_1sd_8pp,0.437,0.064,0.037,2.0,0.027,0.005,t12,60.183,B,CORROBORATED,False,False,687064.0,-,,0.0,0.0,0.0,False
Dylan Cease,141,136,7.641,7.5,-140.0,fanduel,115.0,fanatics,0.505,0.531,0.505,0.512,H0,lcb_1sd_8pp,0.555,-0.05,-0.024,5.0,0.026,0.005,t12,79.059,A,CORROBORATED,False,False,656302.0,-,,0.0,0.0,0.0,False
Cody Bradford,140,158,4.279,4.5,135.0,betmgm,-175.0,betrivers,0.444,0.424,0.444,0.443,H0,lcb_1sd_8pp,0.402,0.042,0.022,2.0,0.021,0.006,t12,65.6,B,CORROBORATED,False,False,674003.0,-,,0.0,0.0,0.0,False
Tarik Skubal,119,116,6.817,7.5,124.0,draftkings,-137.0,betrivers,0.369,0.424,0.369,0.354,H0,lcb_1sd_8pp,0.439,-0.07,-0.015,3.0,0.055,0.015,t12,38.511,C,LOW,False,False,669373.0,-,,0.0,0.0,0.0,False
Shane McClanahan,139,135,4.597,4.5,110.0,fanduel,-125.0,betmgm,0.495,0.474,0.495,0.488,H0,lcb_1sd_8pp,0.461,0.034,0.013,5.0,0.021,0.012,t12,72.885,A,CORROBORATED,False,False,663556.0,-,,0.0,0.0,0.0,False
Cam Schlittler,147,111,6.53,6.5,-130.0,betmgm,112.0,fanduel,0.487,0.534,0.487,0.472,H0,lcb_1sd_8pp,0.544,-0.057,-0.01,7.0,0.047,0.009,t12,53.684,B,CORROBORATED,False,False,693645.0,-,,0.0,0.0,0.0,False
Luis Castillo,145,142,4.409,4.5,116.0,draftkings,-148.0,draftkings,0.461,0.446,0.461,0.464,H0,lcb_1sd_8pp,0.437,0.024,0.009,1.0,0.016,0.0,t12,51.583,C,LOW,False,False,622491.0,-,,0.0,0.0,0.0,False
Dean Kremer,142,145,5.196,4.5,-165.0,betmgm,125.0,betmgm,0.602,0.591,0.602,0.601,H0,lcb_1sd_8pp,0.583,0.019,0.007,1.0,0.012,0.0,t12,57.324,B,CORROBORATED,False,False,665152.0,-,,0.0,0.0,0.0,False
Dean Kremer,142,145,5.196,5.5,115.0,fanatics,-135.0,betonlineag,0.43,0.444,0.43,0.429,H0,lcb_1sd_8pp,0.45,-0.02,-0.006,5.0,0.014,0.008,t12,85.141,A,CORROBORATED,False,False,665152.0,-,,0.0,0.0,0.0,False
David Peterson,112,113,5.102,5.5,122.0,draftkings,-143.0,betrivers,0.411,0.429,0.411,0.413,H0,lcb_1sd_8pp,0.435,-0.024,-0.006,4.0,0.018,0.009,t12,76.17,A,CORROBORATED,False,False,656849.0,-,,0.0,0.0,0.0,False
Kohl Drake,109,137,3.873,3.5,-123.0,draftkings,110.0,betmgm,0.546,0.534,0.546,0.543,H0,lcb_1sd_8pp,0.531,0.015,0.003,5.0,0.012,0.014,t12,72.082,A,CORROBORATED,False,False,684442.0,-,,0.0,0.0,0.0,False
Tarik Skubal,119,116,6.817,6.5,-154.0,fanduel,130.0,bovada,0.525,0.577,0.525,0.512,H0,lcb_1sd_8pp,0.577,-0.053,-0.0,4.0,0.052,0.008,t12,50.782,C,LOW,False,False,669373.0,-,,0.0,0.0,0.0,False
Eury Pérez,146,120,5.776,5.5,-111.0,fanduel,-108.0,betrivers,0.519,0.503,0.519,0.528,H0,lcb_1sd_8pp,0.503,0.017,0.0,7.0,0.032,0.006,t12,71.543,A,CORROBORATED,False,False,691587.0,-,,0.0,0.0,0.0,False
Drew Anderson,116,119,4.629,4.5,105.0,betmgm,-120.0,betonlineag,0.494,0.478,0.494,0.486,H0,lcb_1sd_8pp,0.478,0.016,0.0,6.0,0.033,0.01,t12,59.509,B,CORROBORATED,False,False,623454.0,-,,0.0,0.0,0.0,False
Hunter Brown,117,121,5.287,5.5,122.0,fanduel,-135.0,betmgm,0.44,0.441,0.44,0.434,H0,lcb_1sd_8pp,0.441,-0.001,-0.0,7.0,0.02,0.014,t12,74.96,A,CORROBORATED,False,False,686613.0,-,,0.0,0.0,0.0,False
Christian Scott,121,117,5.976,5.5,-135.0,betmgm,114.0,draftkings,0.555,0.551,0.555,0.554,H0,lcb_1sd_8pp,0.551,0.004,0.0,6.0,0.01,0.008,t12,82.658,A,CORROBORATED,False,False,681035.0,-,,0.0,0.0,0.0,False
Grant Holmes,144,115,4.685,4.5,-111.0,fanduel,-104.0,draftkings,0.509,0.51,0.509,0.511,H0,lcb_1sd_8pp,0.51,-0.002,-0.0,7.0,0.012,0.01,t12,84.183,A,CORROBORATED,False,False,656550.0,-,,0.0,0.0,0.0,False
David Peterson,112,113,5.102,4.5,-154.0,fanduel,122.0,fanduel,0.597,0.574,0.597,0.602,H0,lcb_1sd_8pp,0.574,0.022,0.0,2.0,0.026,0.001,t12,71.69,A,CORROBORATED,False,False,656849.0,-,,0.0,0.0,0.0,False
Jared Jones,134,138,4.962,4.5,-140.0,draftkings,120.0,betmgm,0.56,0.558,0.56,0.553,H0,lcb_1sd_8pp,0.558,0.001,0.0,6.0,0.026,0.009,t12,69.937,A,CORROBORATED,False,False,683003.0,-,,0.0,0.0,0.0,False
Logan Henderson,158,140,6.639,6.5,100.0,betmgm,-113.0,fanduel,0.493,0.492,0.493,0.483,H0,lcb_1sd_8pp,0.492,0.001,0.0,7.0,0.035,0.012,t12,56.809,B,CORROBORATED,False,False,701656.0,-,,0.0,0.0,0.0,False
Landen Roupp,137,109,4.768,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
