pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Blake Snell,4.06,4.5,UNDER,120.0,0.595,0.436,0.16,4,PAPER,0
Tomoyuki Sugano,5.51,6.5,UNDER,-135.0,0.661,0.537,0.124,3,PAPER,0
Rhett Lowder,5.11,5.5,UNDER,-110.0,0.577,0.481,0.096,1,PAPER,0
