pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Hunter Brown,117,110,5.687,6.5,-149.0,betonlineag,122.0,fanduel,0.345,0.352,0.345,0.346,H0,lcb_1sd_8pp,0.569,-0.225,-0.217,5.0,0.007,0.008,t12,85.867,A,CORROBORATED,False,True,686613.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Hunter Brown,117,110,5.687,7.5,119.0,draftkings,-148.0,betrivers,0.218,0.23,0.218,0.216,H0,lcb_1sd_8pp,0.436,-0.218,-0.206,2.0,0.012,0.005,t12,73.142,A,CORROBORATED,False,False,686613.0,-,,0.0,0.0,0.0,True
Hunter Greene,113,115,5.971,7.5,124.0,fanduel,-140.0,draftkings,0.251,0.282,0.251,0.242,H0,lcb_1sd_8pp,0.434,-0.183,-0.152,4.0,0.031,0.011,t12,61.991,B,CORROBORATED,False,True,668881.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Paul Skenes,134,114,6.292,7.5,120.0,fanatics,-148.0,draftkings,0.288,0.288,0.294,0.288,H3,raw_8pp,0.436,-0.147,-0.147,4.0,0.018,0.007,t4,83.174,A,CORROBORATED,False,True,694973.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Hunter Greene,113,115,5.971,6.5,-155.0,betmgm,120.0,betrivers,0.388,0.431,0.388,0.377,H0,lcb_1sd_8pp,0.571,-0.184,-0.141,2.0,0.043,0.005,t12,49.481,C,LOW,False,False,668881.0,-,,0.0,0.0,0.0,True
Paul Skenes,134,114,6.292,6.5,-145.0,betmgm,128.0,fanduel,0.439,0.439,0.447,0.439,H3,raw_8pp,0.573,-0.134,-0.134,3.0,0.025,0.017,t4,59.197,B,CORROBORATED,False,False,694973.0,-,,0.0,0.0,0.0,True
Trey Yesavage,141,145,5.236,5.5,-134.0,draftkings,110.0,bovada,0.423,0.423,0.435,0.423,H3,raw_8pp,0.543,-0.121,-0.121,6.0,0.038,0.006,t4,66.031,A,CORROBORATED,False,True,702056.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Sonny Gray,111,139,5.623,4.5,-130.0,fanatics,125.0,betmgm,0.664,0.664,0.675,0.664,H3,raw_8pp,0.551,0.113,0.113,7.0,0.046,0.016,t4,53.528,B,CORROBORATED,False,True,543243.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Eduardo Rodriguez,109,138,4.715,3.5,-155.0,betmgm,129.0,draftkings,0.71,0.676,0.71,0.717,H0,lcb_1sd_8pp,0.578,0.132,0.098,6.0,0.034,0.007,t12,69.092,A,CORROBORATED,False,True,593958.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Jacob Lopez,133,120,4.57,3.5,-134.0,draftkings,118.0,fanduel,0.672,0.656,0.672,0.668,H0,lcb_1sd_8pp,0.558,0.114,0.097,6.0,0.016,0.009,t12,75.958,A,CORROBORATED,True,True,682052.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Eury Pérez,146,158,5.678,6.5,112.0,betonlineag,-139.0,draftkings,0.334,0.354,0.334,0.331,H0,lcb_1sd_8pp,0.448,-0.115,-0.094,4.0,0.021,0.006,t12,77.944,A,CORROBORATED,True,True,691587.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Germán Márquez,135,118,3.754,3.5,130.0,fanatics,-151.0,draftkings,0.53,0.503,0.53,0.537,H0,lcb_1sd_8pp,0.417,0.113,0.085,7.0,0.028,0.009,t12,70.886,A,CORROBORATED,True,True,608566.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Robbie Ray,137,136,4.896,5.5,110.0,betmgm,-123.0,draftkings,0.366,0.382,0.366,0.362,H0,lcb_1sd_8pp,0.466,-0.1,-0.084,4.0,0.017,0.014,t12,73.014,A,CORROBORATED,True,True,592662.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Joey Cantillo,114,134,5.534,5.5,-130.0,betrivers,116.0,fanduel,0.478,0.478,0.483,0.478,H3,raw_8pp,0.557,-0.079,-0.079,6.0,0.033,0.014,t4,64.432,B,CORROBORATED,False,False,676282.0,-,,0.0,0.0,0.0,False
Yoshinobu Yamamoto,119,147,6.316,6.5,-120.0,betmgm,111.0,draftkings,0.446,0.446,0.453,0.446,H3,raw_8pp,0.524,-0.078,-0.078,6.0,0.027,0.014,t4,66.11,A,CORROBORATED,False,False,808967.0,-,,0.0,0.0,0.0,False
Shane McClanahan,139,111,4.57,4.5,-148.0,betrivers,121.0,draftkings,0.489,0.489,0.493,0.489,H3,raw_8pp,0.567,-0.078,-0.078,6.0,0.028,0.008,t4,76.926,A,CORROBORATED,False,False,663556.0,-,,0.0,0.0,0.0,False
