pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Javier Assad,112,138,3.797,2.5,-150.0,fanduel,124.0,draftkings,0.743,0.728,0.743,0.748,H0,lcb_1sd_8pp,0.566,0.177,0.162,6.0,0.015,0.006,t12,87.689,A,CORROBORATED,False,True,665871.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Ryan Weathers,147,145,5.391,6.5,107.0,betonlineag,-137.0,draftkings,0.294,0.307,0.294,0.29,H0,lcb_1sd_8pp,0.455,-0.161,-0.148,3.0,0.013,0.001,t12,84.592,A,CORROBORATED,False,True,677960.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
JP Sears,135,137,4.348,3.5,102.0,betrivers,-110.0,betmgm,0.648,0.625,0.648,0.642,H0,lcb_1sd_8pp,0.488,0.16,0.137,6.0,0.022,0.016,t12,70.602,A,CORROBORATED,False,True,676664.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Sean Burke,145,147,6.448,7.5,120.0,betrivers,-125.0,draftkings,0.313,0.324,0.313,0.311,H0,lcb_1sd_8pp,0.458,-0.145,-0.134,7.0,0.012,0.019,t12,74.364,A,CORROBORATED,False,True,680732.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Bailey Ober,142,118,4.634,3.5,-159.0,draftkings,126.0,fanduel,0.688,0.688,0.698,0.688,H3,raw_8pp,0.58,0.108,0.108,6.0,0.03,0.003,t4,82.448,A,CORROBORATED,False,True,641927.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Ryan Weathers,147,145,5.391,5.5,-158.0,fanduel,124.0,fanduel,0.466,0.486,0.466,0.461,H0,lcb_1sd_8pp,0.578,-0.112,-0.092,3.0,0.02,0.003,t12,78.695,A,CORROBORATED,False,False,677960.0,-,,0.0,0.0,0.0,True
Bailey Ober,142,118,4.634,4.5,122.0,betonlineag,-159.0,betonlineag,0.491,0.491,0.502,0.491,H3,raw_8pp,0.423,0.068,0.068,1.0,0.034,0.0,t4,40.308,C,LOW,False,False,641927.0,-,,0.0,0.0,0.0,False
Andre Pallante,138,112,4.403,3.5,-160.0,betmgm,120.0,betmgm,0.659,0.642,0.659,0.658,H0,lcb_1sd_8pp,0.575,0.084,0.066,1.0,0.017,0.0,t12,54.236,B,CORROBORATED,False,False,669467.0,-,,0.0,0.0,0.0,False
Rhett Lowder,113,134,4.428,4.5,-135.0,betmgm,115.0,bovada,0.474,0.491,0.474,0.473,H0,lcb_1sd_8pp,0.556,-0.082,-0.065,7.0,0.017,0.01,t12,75.573,A,CORROBORATED,False,False,695076.0,-,,0.0,0.0,0.0,False
Jake Irvin,120,144,4.364,3.5,-133.0,draftkings,112.0,fanduel,0.652,0.609,0.652,0.64,H0,lcb_1sd_8pp,0.545,0.107,0.064,6.0,0.043,0.007,t12,58.172,B,CORROBORATED,True,False,663623.0,-,PAPER-CONV,0.0,0.0,0.0,False
Sonny Gray,111,133,5.149,4.5,-115.0,betmgm,100.0,fanduel,0.598,0.557,0.598,0.592,H0,lcb_1sd_8pp,0.521,0.077,0.036,5.0,0.041,0.011,t12,59.004,B,CORROBORATED,False,False,543243.0,-,,0.0,0.0,0.0,False
Grant Holmes,144,120,4.706,4.5,110.0,betonlineag,-124.0,draftkings,0.513,0.495,0.513,0.517,H0,lcb_1sd_8pp,0.463,0.05,0.032,7.0,0.018,0.009,t12,79.918,A,CORROBORATED,False,False,656550.0,-,,0.0,0.0,0.0,False
Shane McClanahan,139,140,4.938,4.5,-155.0,betmgm,129.0,draftkings,0.549,0.549,0.55,0.549,H3,raw_8pp,0.577,-0.028,-0.028,5.0,0.007,0.007,t4,92.021,A,CORROBORATED,False,False,663556.0,-,,0.0,0.0,0.0,False
Andre Pallante,138,112,4.403,4.5,134.0,draftkings,-170.0,fanduel,0.455,0.432,0.455,0.459,H0,lcb_1sd_8pp,0.406,0.049,0.026,4.0,0.024,0.002,t12,83.108,A,CORROBORATED,False,False,669467.0,-,,0.0,0.0,0.0,False
Shane McClanahan,139,140,4.938,5.5,145.0,bovada,-186.0,fanduel,0.361,0.361,0.362,0.361,H3,raw_8pp,0.385,-0.024,-0.024,2.0,0.014,0.001,t4,79.421,A,CORROBORATED,False,False,663556.0,-,,0.0,0.0,0.0,False
Noah Cameron,118,142,4.608,4.5,-110.0,betmgm,-104.0,fanduel,0.491,0.491,0.497,0.491,H3,raw_8pp,0.512,-0.021,-0.021,6.0,0.03,0.01,t4,70.711,A,CORROBORATED,False,False,702070.0,-,,0.0,0.0,0.0,False
Roki Sasaki,119,136,5.198,5.5,115.0,betmgm,-124.0,draftkings,0.43,0.445,0.43,0.428,H0,lcb_1sd_8pp,0.459,-0.029,-0.014,7.0,0.015,0.012,t12,73.72,A,CORROBORATED,False,False,808963.0,-,,0.0,0.0,0.0,False
