pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Cade Cavalli,120,141,4.5,OVER,PAPER-V3.1,118.0,fanduel,5.667,0.67,0.653,0.444,0.209,7.0,H0,lcb_1sd_8pp,t12,73.116,A,0.017,0.016,0.0,0.0,0.0,676917.0,40.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Colin Rea,112,138,3.5,OVER,PAPER-V3.1,-110.0,fanatics,4.54,0.67,0.653,0.501,0.152,6.0,H0,lcb_1sd_8pp,t12,88.212,A,0.017,0.005,0.0,0.0,0.0,607067.0,33.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Chris Sale,144,121,7.5,UNDER,PAPER-V3.1,-141.0,draftkings,6.274,0.295,0.311,0.434,-0.123,6.0,H0,lcb_1sd_8pp,t12,82.902,A,0.017,0.009,0.0,0.0,0.0,519242.0,30.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Slade Cecconi,114,113,4.5,UNDER,PAPER-V3.1,100.0,betmgm,4.255,0.413,0.413,0.521,-0.108,6.0,H3,raw_8pp,t4,81.068,A,0.027,0.007,0.0,0.0,0.0,677944.0,70.0,Strong qualitative confirmation,SUPPORT,7 internal/verified areas checked
Shane Bieber,141,120,4.5,OVER,PAPER-CONV,141.0,betonlineag,4.665,0.513,0.501,0.411,0.09,6.0,H0,lcb_1sd_8pp,t12,76.296,A,0.011,0.012,0.0,0.0,0.0,669456.0,30.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Seth Lugo,118,142,4.5,OVER,PAPER-CONV,131.0,draftkings,4.723,0.52,0.509,0.42,0.088,6.0,H0,lcb_1sd_8pp,t12,83.456,A,0.012,0.01,0.0,0.0,0.0,607625.0,43.0,Neutral (model-only edge),NEUTRAL,7 internal/verified areas checked
Michael King,135,115,5.5,UNDER,PAPER-V3.1,-125.0,betmgm,4.984,0.372,0.377,0.458,-0.081,6.0,H0,lcb_1sd_8pp,t12,83.018,A,0.004,0.011,0.0,0.0,0.0,650633.0,60.0,Moderate qualitative confirmation,SUPPORT,7 internal/verified areas checked
