pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Paul Skenes,134,113,6.917,8.5,120.0,betrivers,-152.0,draftkings,0.265,0.298,0.265,0.255,H0,lcb_1sd_8pp,0.43,-0.164,-0.131,4.0,0.033,0.004,t12,71.555,A,CORROBORATED,False,True,694973.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Hunter Brown,117,140,5.55,6.5,125.0,draftkings,-155.0,betmgm,0.31,0.323,0.31,0.309,H0,lcb_1sd_8pp,0.427,-0.117,-0.104,3.0,0.013,0.006,t12,78.113,A,CORROBORATED,True,True,686613.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Paul Skenes,134,113,6.917,7.5,-128.0,fanduel,105.0,fanatics,0.391,0.441,0.391,0.376,H0,lcb_1sd_8pp,0.535,-0.144,-0.093,3.0,0.05,0.007,t12,47.359,C,LOW,False,False,694973.0,-,,0.0,0.0,0.0,True
Casey Mize,116,133,5.02,4.5,112.0,betrivers,-133.0,draftkings,0.558,0.546,0.558,0.555,H0,lcb_1sd_8pp,0.453,0.105,0.093,7.0,0.012,0.008,t12,86.092,A,CORROBORATED,True,True,663554.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Hunter Brown,117,140,5.55,5.5,-155.0,betrivers,124.0,fanduel,0.495,0.499,0.495,0.495,H0,lcb_1sd_8pp,0.574,-0.079,-0.075,4.0,0.004,0.004,t12,88.537,A,CORROBORATED,False,False,686613.0,-,,0.0,0.0,0.0,False
Kyle Leahy,138,141,4.385,3.5,-148.0,fanduel,116.0,fanduel,0.65,0.637,0.65,0.648,H0,lcb_1sd_8pp,0.563,0.086,0.074,2.0,0.012,0.0,t12,76.547,A,CORROBORATED,False,False,681517.0,-,,0.0,0.0,0.0,False
Dylan Cease,141,138,7.063,7.5,-130.0,fanduel,107.0,draftkings,0.415,0.46,0.415,0.417,H0,lcb_1sd_8pp,0.532,-0.117,-0.072,7.0,0.046,0.005,t12,61.433,B,CORROBORATED,True,False,656302.0,-,PAPER-CONV,0.0,0.0,0.0,False
Erick Fedde,145,139,3.794,3.5,119.0,draftkings,-125.0,fanduel,0.541,0.522,0.541,0.535,H0,lcb_1sd_8pp,0.455,0.085,0.066,6.0,0.019,0.019,t12,72.293,A,CORROBORATED,False,False,607200.0,-,,0.0,0.0,0.0,False
Nathan Eovaldi,140,117,5.693,6.5,122.0,draftkings,-154.0,betonlineag,0.348,0.369,0.348,0.344,H0,lcb_1sd_8pp,0.43,-0.082,-0.061,3.0,0.021,0.004,t12,78.221,A,CORROBORATED,False,False,543135.0,-,,0.0,0.0,0.0,False
Tomoyuki Sugano,115,118,3.89,3.5,110.0,betmgm,-122.0,fanduel,0.556,0.528,0.556,0.56,H0,lcb_1sd_8pp,0.47,0.086,0.058,6.0,0.028,0.014,t12,68.777,A,CORROBORATED,False,False,608372.0,-,,0.0,0.0,0.0,False
Jeffrey Springs,133,116,4.302,3.5,-150.0,betmgm,110.0,betmgm,0.633,0.614,0.633,0.63,H0,lcb_1sd_8pp,0.558,0.076,0.056,1.0,0.02,0.0,t12,52.989,B,CORROBORATED,False,False,605488.0,-,,0.0,0.0,0.0,False
Michael Wacha,118,115,4.94,4.5,102.0,betrivers,-110.0,betmgm,0.563,0.538,0.563,0.568,H0,lcb_1sd_8pp,0.482,0.081,0.056,7.0,0.025,0.014,t12,68.176,B,CORROBORATED,False,False,608379.0,-,,0.0,0.0,0.0,False
Zebby Matthews,142,136,4.59,4.5,-135.0,bovada,115.0,betmgm,0.495,0.499,0.495,0.495,H0,lcb_1sd_8pp,0.549,-0.054,-0.05,5.0,0.004,0.009,t12,78.529,A,CORROBORATED,False,False,805673.0,-,,0.0,0.0,0.0,False
