pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Ranger Suarez,111,119,4.819,5.5,117.0,draftkings,-135.0,bovada,0.355,0.397,0.355,0.344,H0,lcb_1sd_8pp,0.446,-0.091,-0.048,6.0,0.043,0.01,t12,57.025,B,CORROBORATED,False,False,624133.0,-,,0.0,0.0,0.0,False
Foster Griffin,120,144,5.409,4.5,-148.0,fanduel,120.0,betonlineag,0.634,0.612,0.634,0.638,H0,lcb_1sd_8pp,0.567,0.067,0.045,5.0,0.022,0.004,t12,83.183,A,CORROBORATED,False,False,656492.0,-,,0.0,0.0,0.0,False
Brandon Young,110,143,5.141,4.5,-130.0,fanatics,112.0,betrivers,0.594,0.584,0.594,0.596,H0,lcb_1sd_8pp,0.542,0.052,0.042,6.0,0.009,0.01,t12,79.337,A,CORROBORATED,False,False,687064.0,-,,0.0,0.0,0.0,False
Carson Whisenhunt,137,135,3.698,3.5,-140.0,betmgm,122.0,fanduel,0.519,0.533,0.519,0.518,H0,lcb_1sd_8pp,0.567,-0.048,-0.034,6.0,0.014,0.011,t12,71.39,A,CORROBORATED,False,False,687931.0,-,,0.0,0.0,0.0,False
Kyle Leahy,138,141,4.385,4.5,139.0,betonlineag,-165.0,betmgm,0.453,0.44,0.453,0.456,H0,lcb_1sd_8pp,0.409,0.044,0.031,4.0,0.012,0.009,t12,73.993,A,CORROBORATED,False,False,681517.0,-,,0.0,0.0,0.0,False
Nathan Eovaldi,140,117,5.693,5.5,-148.0,betrivers,124.0,fanduel,0.515,0.54,0.515,0.511,H0,lcb_1sd_8pp,0.57,-0.055,-0.029,3.0,0.026,0.01,t12,63.508,B,CORROBORATED,False,False,543135.0,-,,0.0,0.0,0.0,False
Bryce Elder,144,120,4.616,4.5,120.0,betmgm,-135.0,bovada,0.5,0.47,0.5,0.492,H0,lcb_1sd_8pp,0.443,0.057,0.027,7.0,0.03,0.011,t12,69.245,A,CORROBORATED,False,False,693821.0,-,,0.0,0.0,0.0,False
Tanner Bibee,114,109,4.614,4.5,100.0,fanduel,-120.0,betmgm,0.515,0.498,0.515,0.515,H0,lcb_1sd_8pp,0.476,0.039,0.022,5.0,0.017,0.007,t12,85.943,A,CORROBORATED,False,False,676440.0,-,,0.0,0.0,0.0,False
Will Warren,147,112,4.569,4.5,-124.0,draftkings,110.0,betmgm,0.5,0.523,0.5,0.494,H0,lcb_1sd_8pp,0.54,-0.04,-0.017,7.0,0.023,0.013,t12,73.427,A,CORROBORATED,False,False,701542.0,-,,0.0,0.0,0.0,False
Hunter Greene,113,134,6.898,7.5,122.0,fanduel,-133.0,draftkings,0.38,0.422,0.38,0.368,H0,lcb_1sd_8pp,0.437,-0.057,-0.015,6.0,0.041,0.014,t12,56.272,B,CORROBORATED,False,False,668881.0,-,,0.0,0.0,0.0,False
Foster Griffin,120,144,5.409,5.5,115.0,betmgm,-155.0,betmgm,0.463,0.446,0.463,0.467,H0,lcb_1sd_8pp,0.433,0.029,0.012,1.0,0.017,0.0,t12,50.142,C,LOW,False,False,656492.0,-,,0.0,0.0,0.0,False
Shota Imanaga,112,147,5.677,5.5,-125.0,betmgm,111.0,draftkings,0.514,0.532,0.514,0.51,H0,lcb_1sd_8pp,0.542,-0.028,-0.01,6.0,0.018,0.011,t12,79.322,A,CORROBORATED,False,False,684007.0,-,,0.0,0.0,0.0,False
Nick Martinez,139,145,4.12,4.5,116.0,fanduel,-137.0,draftkings,0.39,0.44,0.39,0.403,H0,lcb_1sd_8pp,0.445,-0.055,-0.005,4.0,0.05,0.008,t12,49.778,C,LOW,False,False,607259.0,-,,0.0,0.0,0.0,False
Jeffrey Springs,133,116,4.302,4.5,128.0,betrivers,-156.0,draftkings,0.439,0.425,0.439,0.437,H0,lcb_1sd_8pp,0.42,0.018,0.004,5.0,0.014,0.006,t12,88.53,A,CORROBORATED,False,False,605488.0,-,,0.0,0.0,0.0,False
Janson Junk,146,121,4.15,3.5,-150.0,fanatics,128.0,betrivers,0.606,0.581,0.606,0.602,H0,lcb_1sd_8pp,0.581,0.025,0.0,7.0,0.026,0.008,t12,74.03,A,CORROBORATED,False,False,676083.0,-,,0.0,0.0,0.0,False
Bryce Miller,136,142,5.194,5.5,118.0,fanduel,-135.0,betmgm,0.425,0.448,0.425,0.416,H0,lcb_1sd_8pp,0.448,-0.022,-0.0,6.0,0.039,0.011,t12,58.16,B,CORROBORATED,False,False,682243.0,-,,0.0,0.0,0.0,False
Nick Martinez,139,145,4.12,3.5,-175.0,betmgm,130.0,betmgm,0.594,0.594,0.594,0.609,H0,lcb_1sd_8pp,0.594,-0.0,-0.0,1.0,0.053,0.0,t12,24.646,C,LOW,False,False,607259.0,-,,0.0,0.0,0.0,False
Freddy Peralta,121,146,5.369,5.5,115.0,betmgm,-142.0,draftkings,0.464,0.44,0.464,0.455,H0,lcb_1sd_8pp,0.44,0.024,0.0,6.0,0.04,0.004,t12,69.84,A,CORROBORATED,False,False,642547.0,-,,0.0,0.0,0.0,False
Ryan Johnson,108,158,4.408,4.5,127.0,draftkings,-130.0,betmgm,0.464,0.448,0.464,0.464,H0,lcb_1sd_8pp,0.448,0.017,0.0,5.0,0.019,0.019,t12,66.844,B,CORROBORATED,False,False,696270.0,-,,0.0,0.0,0.0,False
Mason Barnett,133,111,4.284,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Bryan Woo,136,119,5.195,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Sonny Gray,111,133,5.237,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Robbie Ray,137,135,4.391,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Roki Sasaki,119,136,5.231,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
