pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Erick Fedde,145,142,3.597,2.5,100.0,betmgm,-103.0,betonlineag,0.704,0.684,0.704,0.701,H0,lcb_1sd_8pp,0.491,0.213,0.193,6.0,0.019,0.019,t12,72.258,A,CORROBORATED,False,True,607200.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Kyle Leahy,138,134,5.304,3.5,-158.0,draftkings,128.0,betrivers,0.795,0.777,0.795,0.795,H0,lcb_1sd_8pp,0.584,0.211,0.193,4.0,0.018,0.005,t12,79.042,A,CORROBORATED,False,True,681517.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Kyle Leahy,138,134,5.304,4.5,120.0,betmgm,-150.0,fanatics,0.628,0.616,0.628,0.625,H0,lcb_1sd_8pp,0.431,0.197,0.185,3.0,0.012,0.005,t12,77.437,A,CORROBORATED,False,False,681517.0,-,,0.0,0.0,0.0,True
Daniel Lynch IV,118,114,3.631,2.5,-110.0,betmgm,-111.0,draftkings,0.71,0.683,0.71,0.712,H0,lcb_1sd_8pp,0.499,0.211,0.184,3.0,0.027,0.005,t12,55.392,B,CORROBORATED,False,True,663738.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Jack Perkins,133,110,4.98,5.5,-130.0,betmgm,108.0,draftkings,0.371,0.394,0.371,0.372,H0,lcb_1sd_8pp,0.534,-0.163,-0.141,3.0,0.022,0.009,t12,62.722,B,CORROBORATED,False,True,678022.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Walker Buehler,135,139,4.121,3.5,110.0,betmgm,-129.0,draftkings,0.602,0.582,0.602,0.604,H0,lcb_1sd_8pp,0.459,0.142,0.122,5.0,0.02,0.009,t12,80.992,A,CORROBORATED,False,True,621111.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Ryan Johnson,108,143,4.197,3.5,102.0,fanduel,-110.0,betmgm,0.61,0.589,0.61,0.612,H0,lcb_1sd_8pp,0.488,0.121,0.1,7.0,0.021,0.014,t12,68.349,A,CORROBORATED,False,True,696270.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Keider Montero,116,119,4.062,3.5,-105.0,fanatics,-115.0,fanduel,0.589,0.589,0.585,0.589,H3,raw_8pp,0.492,0.098,0.098,7.0,0.025,0.006,t4,82.05,A,CORROBORATED,False,True,672456.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Bailey Ober,142,145,4.693,3.5,-165.0,betmgm,132.0,fanduel,0.698,0.685,0.698,0.695,H0,lcb_1sd_8pp,0.589,0.109,0.096,4.0,0.013,0.004,t12,88.632,A,CORROBORATED,True,True,641927.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Blake Snell,119,116,6.251,6.5,-130.0,fanduel,108.0,betonlineag,0.454,0.454,0.444,0.454,H3,raw_8pp,0.539,-0.084,-0.084,6.0,0.031,0.007,t4,78.009,A,CORROBORATED,False,True,605483.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Max Fried,147,111,5.305,4.5,-120.0,fanduel,-105.0,betmgm,0.622,0.6,0.622,0.622,H0,lcb_1sd_8pp,0.516,0.106,0.084,3.0,0.022,0.006,t12,72.77,A,CORROBORATED,True,True,608331.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Ryan Feltner,115,144,4.332,3.5,-135.0,betonlineag,112.0,draftkings,0.637,0.622,0.637,0.634,H0,lcb_1sd_8pp,0.542,0.095,0.08,4.0,0.015,0.007,t12,80.668,A,CORROBORATED,False,False,663372.0,-,,0.0,0.0,0.0,False
Carlos Rodón,147,111,5.003,5.5,120.0,betrivers,-138.0,fanduel,0.37,0.37,0.374,0.37,H3,raw_8pp,0.446,-0.075,-0.075,5.0,0.017,0.011,t4,79.567,A,CORROBORATED,False,False,607074.0,-,,0.0,0.0,0.0,False
Andrew Abbott,113,112,4.519,3.5,-142.0,draftkings,126.0,fanduel,0.67,0.643,0.67,0.665,H0,lcb_1sd_8pp,0.574,0.096,0.069,6.0,0.027,0.013,t12,69.531,A,CORROBORATED,False,False,671096.0,-,,0.0,0.0,0.0,False
Sandy Alcantara,146,120,4.878,4.5,118.0,fanduel,-130.0,betrivers,0.546,0.509,0.546,0.555,H0,lcb_1sd_8pp,0.443,0.103,0.066,6.0,0.037,0.014,t12,60.21,B,CORROBORATED,True,False,645261.0,-,PAPER-CONV,0.0,0.0,0.0,False
Bailey Ober,142,145,4.693,4.5,126.0,draftkings,-161.0,draftkings,0.503,0.479,0.503,0.498,H0,lcb_1sd_8pp,0.418,0.086,0.061,1.0,0.025,0.0,t12,48.94,C,LOW,False,False,641927.0,-,,0.0,0.0,0.0,False
Shane Drohan,158,140,5.105,5.5,100.0,betmgm,-113.0,fanduel,0.414,0.437,0.414,0.412,H0,lcb_1sd_8pp,0.487,-0.073,-0.05,6.0,0.023,0.012,t12,68.102,B,CORROBORATED,False,False,675660.0,-,,0.0,0.0,0.0,False
Nick Martinez,139,135,4.055,3.5,-105.0,betmgm,-105.0,draftkings,0.585,0.541,0.585,0.599,H0,lcb_1sd_8pp,0.499,0.086,0.042,6.0,0.044,0.012,t12,53.594,B,CORROBORATED,False,False,607259.0,-,,0.0,0.0,0.0,False
Nolan McLean,121,117,6.305,5.5,-136.0,draftkings,115.0,bovada,0.608,0.592,0.608,0.61,H0,lcb_1sd_8pp,0.554,0.054,0.038,6.0,0.016,0.007,t12,83.663,A,CORROBORATED,False,False,690997.0,-,,0.0,0.0,0.0,False
