pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Foster Griffin,114,118,5.177,5.5,-105.0,betmgm,-116.0,draftkings,0.423,0.455,0.423,0.432,H0,lcb_1sd_8pp,0.488,-0.064,-0.033,4.0,0.031,0.005,t12,67.964,B,CORROBORATED,False,False,656492.0,-,,0.0,0.0,0.0,False
Kevin Gausman,112,113,5.966,6.5,121.0,draftkings,-135.0,betmgm,0.395,0.422,0.395,0.396,H0,lcb_1sd_8pp,0.45,-0.055,-0.028,7.0,0.027,0.012,t12,70.724,A,CORROBORATED,False,False,592332.0,-,,0.0,0.0,0.0,False
Jake Bennett,111,147,4.531,4.5,-110.0,betrivers,-108.0,fanduel,0.482,0.482,0.483,0.482,H3,raw_8pp,0.503,-0.02,-0.02,6.0,0.014,0.008,t4,84.472,A,CORROBORATED,False,False,687562.0,-,,0.0,0.0,0.0,False
Cal Quantrill,140,158,4.062,4.5,126.0,draftkings,-162.0,draftkings,0.379,0.399,0.379,0.382,H0,lcb_1sd_8pp,0.417,-0.038,-0.018,1.0,0.019,0.0,t12,52.814,B,CORROBORATED,False,False,615698.0,-,,0.0,0.0,0.0,False
Cal Quantrill,140,158,4.062,3.5,-140.0,fanatics,125.0,betmgm,0.593,0.579,0.593,0.596,H0,lcb_1sd_8pp,0.562,0.031,0.017,6.0,0.014,0.012,t12,80.545,A,CORROBORATED,False,False,615698.0,-,,0.0,0.0,0.0,False
Merrill Kelly,109,137,4.188,4.5,106.0,draftkings,-135.0,draftkings,0.414,0.443,0.414,0.41,H0,lcb_1sd_8pp,0.457,-0.043,-0.014,2.0,0.029,0.001,t12,68.536,A,CORROBORATED,False,False,518876.0,-,,0.0,0.0,0.0,False
Shane Baz,110,133,5.128,5.5,122.0,draftkings,-155.0,betmgm,0.393,0.421,0.393,0.384,H0,lcb_1sd_8pp,0.427,-0.033,-0.005,4.0,0.028,0.004,t12,75.59,A,CORROBORATED,False,False,669358.0,-,,0.0,0.0,0.0,False
Martín Pérez,144,115,4.281,4.5,130.0,fanatics,-152.0,betonlineag,0.437,0.427,0.437,0.445,H0,lcb_1sd_8pp,0.427,0.01,0.0,5.0,0.026,0.01,t12,72.354,A,CORROBORATED,False,False,527048.0,-,,0.0,0.0,0.0,False
José Soriano,141,136,5.343,5.5,115.0,fanatics,-135.0,betmgm,0.454,0.446,0.454,0.458,H0,lcb_1sd_8pp,0.446,0.008,0.0,6.0,0.027,0.01,t12,73.426,A,CORROBORATED,False,False,667755.0,-,,0.0,0.0,0.0,False
Cade Cavalli,120,146,6.463,6.5,105.0,fanatics,-125.0,betmgm,0.473,0.469,0.473,0.467,H0,lcb_1sd_8pp,0.469,0.004,0.0,7.0,0.025,0.007,t12,77.024,A,CORROBORATED,False,False,676917.0,-,,0.0,0.0,0.0,False
Jacob Lopez,133,110,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Brandon Young,110,133,4.634,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Mitch Bratt,109,137,4.062,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Kohl Drake,109,137,3.919,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Lake Bachar,134,138,4.424,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Jared Jones,134,138,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Luis Castillo,145,142,4.419,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Reid Detmers,108,143,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Dean Kremer,142,145,5.169,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
