pitcher,team,opp,proj_ks,line
Trey Yesavage,141,110,5.004,
DJ Herz,120,116,4.966,
Zebby Matthews,142,137,5.158,
Shane Baz,110,141,4.724,
Blade Tidwell,137,142,4.497,
