pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Max Scherzer,141,139,4.271,3.5,-113.0,fanduel,-106.0,draftkings,0.617,0.601,0.617,0.616,H0,lcb_1sd_8pp,0.507,0.11,0.093,7.0,0.017,0.009,t12,71.637,A,CORROBORATED,True,True,453286.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Brandon Pfaadt,109,111,4.231,3.5,-112.0,draftkings,-105.0,betmgm,0.613,0.588,0.613,0.619,H0,lcb_1sd_8pp,0.506,0.107,0.082,5.0,0.025,0.013,t12,68.794,A,CORROBORATED,True,True,694297.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Matthew Liberatore,138,113,5.047,5.5,-107.0,betrivers,-104.0,fanduel,0.391,0.428,0.391,0.387,H0,lcb_1sd_8pp,0.51,-0.119,-0.082,7.0,0.037,0.013,t12,60.279,B,CORROBORATED,True,True,669461.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Sandy Alcantara,146,143,4.803,4.5,128.0,fanduel,-138.0,draftkings,0.53,0.513,0.53,0.525,H0,lcb_1sd_8pp,0.436,0.094,0.076,6.0,0.017,0.02,t12,75.587,A,CORROBORATED,False,False,645261.0,-,,0.0,0.0,0.0,False
Drew Rasmussen,139,141,5.587,4.5,-155.0,betrivers,116.0,betrivers,0.674,0.644,0.674,0.667,H0,lcb_1sd_8pp,0.568,0.107,0.076,1.0,0.03,0.0,t12,40.053,C,LOW,False,False,656876.0,-,,0.0,0.0,0.0,False
Paul Skenes,134,116,6.692,6.5,122.0,draftkings,-150.0,fanduel,0.499,0.499,0.514,0.499,H3,raw_8pp,0.429,0.07,0.07,6.0,0.055,0.004,t4,63.206,B,CORROBORATED,False,False,694973.0,-,,0.0,0.0,0.0,False
Cade Cavalli,120,140,6.166,5.5,-110.0,betrivers,100.0,fanduel,0.598,0.581,0.598,0.598,H0,lcb_1sd_8pp,0.512,0.086,0.069,7.0,0.017,0.013,t12,75.143,A,CORROBORATED,False,False,676917.0,-,,0.0,0.0,0.0,False
Jackson Jobe,116,134,4.266,4.5,100.0,fanatics,-120.0,fanduel,0.412,0.412,0.419,0.412,H3,raw_8pp,0.48,-0.068,-0.068,7.0,0.025,0.007,t4,71.237,A,CORROBORATED,False,False,695549.0,-,,0.0,0.0,0.0,False
Kyle Freeland,115,119,4.398,3.5,-145.0,fanatics,119.0,draftkings,0.653,0.629,0.653,0.648,H0,lcb_1sd_8pp,0.562,0.091,0.067,5.0,0.024,0.005,t12,82.054,A,CORROBORATED,False,False,607536.0,-,,0.0,0.0,0.0,False
Michael King,135,121,5.333,4.5,-147.0,draftkings,116.0,fanduel,0.626,0.626,0.625,0.626,H3,raw_8pp,0.562,0.063,0.063,6.0,0.022,0.001,t4,89.659,A,CORROBORATED,False,False,650633.0,-,,0.0,0.0,0.0,False
