pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Logan Gilbert,136,158,6.132,6.5,-104.0,fanduel,100.0,betmgm,0.419,0.446,0.419,0.413,H0,lcb_1sd_8pp,0.502,-0.084,-0.056,6.0,0.027,0.021,t12,66.709,B,CORROBORATED,False,False,669302.0,-,,0.0,0.0,0.0,False
Taj Bradley,142,144,6.219,5.5,-120.0,betrivers,105.0,bovada,0.573,0.573,0.586,0.573,H3,raw_8pp,0.524,0.049,0.049,6.0,0.042,0.012,t4,57.925,B,CORROBORATED,False,False,671737.0,-,,0.0,0.0,0.0,False
Drew Rasmussen,139,141,5.587,5.5,132.0,fanduel,-150.0,draftkings,0.498,0.464,0.498,0.491,H0,lcb_1sd_8pp,0.419,0.08,0.046,5.0,0.034,0.011,t12,61.577,B,CORROBORATED,False,False,656876.0,-,,0.0,0.0,0.0,False
AJ Smith-Shawver,144,142,4.241,3.5,-165.0,fanatics,134.0,fanduel,0.617,0.617,0.622,0.617,H3,raw_8pp,0.59,0.027,0.027,2.0,0.023,0.007,t4,61.646,B,CORROBORATED,False,False,700363.0,-,,0.0,0.0,0.0,False
Will Warren,147,110,5.076,5.5,123.0,betrivers,-145.0,betmgm,0.391,0.414,0.391,0.387,H0,lcb_1sd_8pp,0.438,-0.047,-0.024,6.0,0.023,0.011,t12,75.303,A,CORROBORATED,False,False,701542.0,-,,0.0,0.0,0.0,False
Aaron Nola,143,146,5.545,5.5,-128.0,fanduel,109.0,draftkings,0.483,0.514,0.483,0.473,H0,lcb_1sd_8pp,0.537,-0.055,-0.023,5.0,0.031,0.007,t12,69.02,A,CORROBORATED,False,False,605400.0,-,,0.0,0.0,0.0,False
AJ Smith-Shawver,144,142,4.241,4.5,129.0,draftkings,-164.0,betonlineag,0.401,0.401,0.412,0.401,H3,raw_8pp,0.419,-0.017,-0.017,4.0,0.031,0.006,t4,64.973,B,CORROBORATED,False,False,700363.0,-,,0.0,0.0,0.0,False
Parker Messick,114,137,5.908,6.5,125.0,betrivers,-126.0,draftkings,0.38,0.434,0.38,0.365,H0,lcb_1sd_8pp,0.447,-0.067,-0.013,7.0,0.054,0.024,t12,43.199,C,LOW,False,False,800048.0,-,,0.0,0.0,0.0,False
Roki Sasaki,119,115,5.098,4.5,-148.0,draftkings,124.0,fanduel,0.587,0.579,0.587,0.586,H0,lcb_1sd_8pp,0.574,0.013,0.005,4.0,0.008,0.006,t12,80.273,A,CORROBORATED,False,False,808963.0,-,,0.0,0.0,0.0,False
Walbert Ureña,108,117,4.912,4.5,-114.0,draftkings,115.0,betmgm,0.552,0.528,0.552,0.557,H0,lcb_1sd_8pp,0.528,0.023,0.0,6.0,0.037,0.022,t12,52.369,C,LOW,False,False,700712.0,-,,0.0,0.0,0.0,False
Kumar Rocker,140,120,4.807,4.5,-130.0,betonlineag,119.0,draftkings,0.544,0.549,0.544,0.543,H0,lcb_1sd_8pp,0.549,-0.005,-0.0,6.0,0.011,0.017,t12,75.555,A,CORROBORATED,False,False,677958.0,-,,0.0,0.0,0.0,False
Chase Burns,113,138,6.225,6.5,115.0,bovada,-130.0,betmgm,0.433,0.454,0.433,0.423,H0,lcb_1sd_8pp,0.454,-0.02,-0.0,4.0,0.038,0.017,t12,45.615,C,LOW,False,False,695505.0,-,,0.0,0.0,0.0,False
Chase Burns,113,138,6.225,5.5,-152.0,betrivers,126.0,betonlineag,0.595,0.574,0.595,0.587,H0,lcb_1sd_8pp,0.574,0.021,0.0,2.0,0.026,0.01,t12,52.753,B,CORROBORATED,False,False,695505.0,-,,0.0,0.0,0.0,False
Dustin May,158,136,5.498,5.5,110.0,betrivers,-125.0,draftkings,0.48,0.462,0.48,0.467,H0,lcb_1sd_8pp,0.462,0.019,0.0,7.0,0.042,0.011,t12,58.331,B,CORROBORATED,False,False,669160.0,-,,0.0,0.0,0.0,False
Clay Holmes,112,145,4.746,4.5,-115.0,betmgm,-101.0,draftkings,0.514,0.515,0.514,0.514,H0,lcb_1sd_8pp,0.515,-0.001,-0.0,6.0,0.031,0.012,t12,63.654,B,CORROBORATED,False,False,605280.0,-,,0.0,0.0,0.0,False
Chris Bassitt,110,147,4.481,4.5,108.0,betrivers,-110.0,betmgm,0.468,0.485,0.468,0.465,H0,lcb_1sd_8pp,0.485,-0.017,-0.0,7.0,0.025,0.019,t12,62.548,B,CORROBORATED,False,False,605135.0,-,,0.0,0.0,0.0,False
Cristian Javier,117,108,4.583,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Eric Lauer,119,115,4.285,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Ryan Feltner,115,119,3.939,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Cal Quantrill,140,120,4.128,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Kevin Gausman,112,145,5.491,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
