pitcher,line,signal,tier,price,book,proj_ks,edge_over,n_books,stake_pct,stake_usd,stake_usd_conservative
Brandon Pfaadt,2.5,OVER,CONV,125.0,draftkings,4.357,0.357,1.0,2.0,200.0,200.0
