pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Jacob Misiorowski,158,142,8.5,UNDER,PAPER-V3.1,111.0,draftkings,6.761,0.24,0.274,0.526,-0.252,6.0,H0,lcb_1sd_8pp,t12,54.526,B,0.034,0.015,0.0,0.0,0.0,694819.0,54.0,Mixed signals,MIXED,7 internal/verified areas checked
Davis Martin,145,114,3.5,OVER,PAPER-V3.1,-120.0,betrivers,4.661,0.695,0.671,0.527,0.144,6.0,H0,lcb_1sd_8pp,t12,76.89,A,0.024,0.009,0.0,0.0,0.0,663436.0,39.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Grant Holmes,144,147,5.5,UNDER,PAPER-V3.1,-164.0,betonlineag,4.55,0.301,0.301,0.416,-0.115,2.0,H3,raw_8pp,t4,81.571,A,0.013,0.0,0.0,0.0,0.0,656550.0,46.0,Mixed signals,MIXED,7 internal/verified areas checked
Justin Wrobleski,119,109,3.5,OVER,PAPER-V3.1,-160.0,betmgm,4.759,0.707,0.697,0.584,0.113,5.0,H0,lcb_1sd_8pp,t12,84.271,A,0.01,0.006,0.0,0.0,0.0,680736.0,31.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Shane Bieber,141,143,3.5,OVER,PAPER-V3.1,-135.0,draftkings,4.501,0.668,0.668,0.556,0.112,6.0,H3,raw_8pp,t4,59.033,B,0.034,0.011,0.0,0.0,0.0,669456.0,26.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Cristian Javier,117,135,3.5,OVER,PAPER-V3.1,120.0,fanduel,3.993,0.574,0.548,0.451,0.097,6.0,H0,lcb_1sd_8pp,t12,57.323,B,0.026,0.019,0.0,0.0,0.0,664299.0,32.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
