pitcher,proj_hits,line,signal,price,p_model_under,p_mkt_under,edge,n_books,tier,stake_usd
Gabriel Hughes,4.83,5.5,UNDER,100.0,0.624,0.481,0.143,2,PAPER,0
Trevor Rogers,5.0,5.5,UNDER,-105.0,0.593,0.48,0.113,4,PAPER,0
Yoshinobu Yamamoto,4.91,5.5,UNDER,-140.0,0.62,0.538,0.082,1,PAPER,0
Sean Manaea,5.01,5.5,UNDER,-150.0,0.599,0.552,0.048,1,PAPER,0
Chris Sale,4.55,4.5,UNDER,105.0,0.502,0.455,0.047,1,PAPER,0
