pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
Kyle Leahy,138,134,3.5,OVER,PAPER-V3.1,126.0,draftkings,4.486,0.652,0.652,0.426,0.226,6.0,H3,raw_8pp,t4,70.245,A,0.033,0.008,0.0,0.0,0.0,681517.0,55.0,Mixed signals,MIXED,7 internal/verified areas checked
Mason Barnett,133,117,3.5,OVER,PAPER-V3.1,-105.0,fanatics,4.28,0.63,0.61,0.481,0.129,3.0,H0,lcb_1sd_8pp,t12,72.067,A,0.019,0.001,0.0,0.0,0.0,686930.0,32.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Brady Singer,113,144,3.5,OVER,PAPER-CONV,-128.0,fanduel,4.42,0.66,0.645,0.543,0.102,7.0,H0,lcb_1sd_8pp,t12,78.274,A,0.016,0.011,0.0,0.0,0.0,663903.0,41.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Randy Dobnak,118,145,3.5,OVER,PAPER-V3.1,-104.0,fanduel,4.348,0.637,0.591,0.489,0.101,7.0,H0,lcb_1sd_8pp,t12,49.862,C,0.046,0.01,0.0,0.0,0.0,677976.0,51.0,Mixed signals,MIXED,7 internal/verified areas checked
Peter Lambert,117,133,4.5,OVER,PAPER-CONV,130.0,draftkings,4.869,0.545,0.526,0.431,0.095,5.0,H0,lcb_1sd_8pp,t12,74.476,A,0.019,0.011,0.0,0.0,0.0,663567.0,54.0,Mixed signals,MIXED,7 internal/verified areas checked
Zac Thornton,121,140,3.5,OVER,PAPER-V3.1,-155.0,betmgm,4.472,0.663,0.647,0.567,0.081,1.0,H0,lcb_1sd_8pp,t12,49.06,C,0.016,0.0,0.0,0.0,0.0,804267.0,59.0,Moderate qualitative confirmation,SUPPORT,7 internal/verified areas checked
Cam Schlittler,147,139,6.5,OVER,PAPER-CONV,115.0,fanatics,6.955,0.556,0.523,0.443,0.08,7.0,H0,lcb_1sd_8pp,t12,66.749,B,0.033,0.009,0.0,0.0,0.0,693645.0,66.0,Moderate qualitative confirmation,SUPPORT,7 internal/verified areas checked
