pitcher,team,opp,line,signal,tier,price,book,proj_ks,p_model_over,p_decision_over,p_mkt_over,edge_over,n_books,model_head,edge_rule,odds_timing,conviction_score,conviction_grade,ensemble_prob_std,market_prob_std,stake_pct,stake_usd,stake_usd_conservative,pitcher_id,qual_score,qual_verdict,qual_flag,qual_coverage
David Peterson,112,141,3.5,OVER,PAPER-V3.1,-113.0,fanduel,4.52,0.678,0.662,0.52,0.142,6.0,H0,lcb_1sd_8pp,t12,76.871,A,0.016,0.014,0.0,0.0,0.0,656849.0,32.0,Qualitative concerns,CONCERN,6 internal/verified areas checked
Cristopher Sánchez,143,120,7.5,UNDER,PAPER-V3.1,-140.0,draftkings,6.255,0.282,0.329,0.446,-0.118,4.0,H0,lcb_1sd_8pp,t12,52.124,C,0.047,0.008,0.0,0.0,0.0,650911.0,52.0,Mixed signals,MIXED,7 internal/verified areas checked
Miles Mikolas,120,143,2.5,OVER,PAPER-V3.1,-175.0,betmgm,3.64,0.725,0.699,0.594,0.105,1.0,H0,lcb_1sd_8pp,t12,43.316,C,0.025,0.0,0.0,0.0,0.0,571945.0,15.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Dylan Cease,141,112,7.5,UNDER,PAPER-V3.1,-105.0,betmgm,6.719,0.355,0.402,0.504,-0.102,4.0,H0,lcb_1sd_8pp,t12,44.352,C,0.047,0.014,0.0,0.0,0.0,656302.0,37.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
Andrew Abbott,113,133,4.5,OVER,PAPER-V3.1,106.0,fanduel,4.865,0.56,0.56,0.469,0.091,6.0,H3,raw_8pp,t4,74.805,A,0.033,0.007,0.0,0.0,0.0,671096.0,43.0,Neutral (model-only edge),NEUTRAL,7 internal/verified areas checked
Ranger Suarez,111,145,5.5,UNDER,PAPER-CONV,120.0,draftkings,5.342,0.446,0.48,0.565,-0.084,5.0,H0,lcb_1sd_8pp,t12,73.613,A,0.034,0.004,0.0,0.0,0.0,624133.0,41.0,Qualitative concerns,CONCERN,7 internal/verified areas checked
