pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Mitch Keller,134,109,4.365,3.5,-156.0,draftkings,125.0,betmgm,0.645,0.645,0.649,0.645,H3,raw_8pp,0.577,0.068,0.068,7.0,0.019,0.004,t4,91.819,A,CORROBORATED,False,False,656605.0,-,,0.0,0.0,0.0,False
Brandon Sproat,158,137,5.069,4.5,100.0,bovada,-103.0,draftkings,0.557,0.557,0.568,0.557,H3,raw_8pp,0.497,0.06,0.06,6.0,0.038,0.019,t4,52.036,B,CORROBORATED,False,False,687075.0,-,,0.0,0.0,0.0,False
Kyle Bradish,110,116,5.407,5.5,-108.0,draftkings,-105.0,bovada,0.453,0.453,0.456,0.453,H3,raw_8pp,0.508,-0.055,-0.055,5.0,0.017,0.01,t4,83.187,A,CORROBORATED,False,False,680694.0,-,,0.0,0.0,0.0,False
Tyler Phillips,146,143,4.067,3.5,-125.0,fanatics,106.0,betrivers,0.583,0.583,0.587,0.583,H3,raw_8pp,0.532,0.051,0.051,7.0,0.022,0.009,t4,76.733,A,CORROBORATED,False,False,663969.0,-,,0.0,0.0,0.0,False
Martín Pérez,144,121,4.038,3.5,-125.0,betmgm,110.0,betrivers,0.583,0.583,0.586,0.583,H3,raw_8pp,0.539,0.044,0.044,7.0,0.025,0.011,t4,73.818,A,CORROBORATED,False,False,527048.0,-,,0.0,0.0,0.0,False
Payton Tolle,111,133,5.411,5.5,-104.0,betrivers,-105.0,betmgm,0.462,0.462,0.466,0.462,H3,raw_8pp,0.503,-0.041,-0.041,7.0,0.026,0.014,t4,64.304,B,CORROBORATED,False,False,801139.0,-,,0.0,0.0,0.0,False
Max Fried,147,145,5.037,5.5,131.0,draftkings,-148.0,fanduel,0.391,0.391,0.391,0.391,H3,raw_8pp,0.428,-0.038,-0.038,7.0,0.028,0.011,t4,74.327,A,CORROBORATED,False,False,608331.0,-,,0.0,0.0,0.0,False
Keider Montero,116,110,4.515,4.5,-115.0,betmgm,100.0,fanduel,0.485,0.485,0.49,0.485,H3,raw_8pp,0.52,-0.036,-0.036,6.0,0.028,0.01,t4,72.142,A,CORROBORATED,False,False,672456.0,-,,0.0,0.0,0.0,False
Noah Schultz,145,147,4.64,4.5,-120.0,fanduel,116.0,draftkings,0.503,0.503,0.505,0.503,H3,raw_8pp,0.529,-0.026,-0.026,6.0,0.013,0.02,t4,71.707,A,CORROBORATED,False,False,702273.0,-,,0.0,0.0,0.0,False
Zac Thornton,121,144,4.532,4.5,108.0,betrivers,-126.0,draftkings,0.483,0.483,0.485,0.483,H3,raw_8pp,0.461,0.023,0.023,6.0,0.024,0.008,t4,74.496,A,CORROBORATED,False,False,804267.0,-,,0.0,0.0,0.0,False
Tyler Mahle,137,158,4.85,4.5,-125.0,fanatics,105.0,bovada,0.54,0.54,0.545,0.54,H3,raw_8pp,0.53,0.009,0.009,7.0,0.019,0.008,t4,87.43,A,CORROBORATED,False,False,641816.0,-,,0.0,0.0,0.0,False
Merrill Kelly,109,134,4.437,4.5,115.0,betmgm,-130.0,fanduel,0.458,0.458,0.457,0.458,H3,raw_8pp,0.456,0.002,0.002,6.0,0.012,0.012,t4,84.66,A,CORROBORATED,False,False,518876.0,-,,0.0,0.0,0.0,False
Kumar Rocker,140,136,4.646,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
George Kirby,136,140,5.139,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
