pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Chris Sale,144,147,6.6,8.5,125.0,betmgm,-165.0,betmgm,0.234,0.253,0.234,0.231,H0,lcb_1sd_8pp,0.417,-0.183,-0.164,1.0,0.019,0.0,t12,53.448,B,CORROBORATED,False,True,519242.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Chris Sale,144,147,6.6,7.5,-125.0,fanduel,100.0,draftkings,0.344,0.373,0.344,0.338,H0,lcb_1sd_8pp,0.524,-0.18,-0.151,6.0,0.03,0.003,t12,81.783,A,CORROBORATED,False,False,519242.0,-,,0.0,0.0,0.0,True
Gavin Williams,114,145,6.753,7.5,-128.0,fanduel,108.0,draftkings,0.365,0.39,0.365,0.359,H0,lcb_1sd_8pp,0.535,-0.169,-0.145,5.0,0.025,0.006,t12,76.532,A,CORROBORATED,False,True,668909.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Anthony Kay,145,114,4.581,3.5,-150.0,fanduel,120.0,draftkings,0.68,0.667,0.68,0.679,H0,lcb_1sd_8pp,0.567,0.114,0.101,5.0,0.013,0.003,t12,89.508,A,CORROBORATED,True,True,641743.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Aaron Nola,143,141,5.161,4.5,102.0,fanduel,-120.0,betmgm,0.592,0.574,0.592,0.586,H0,lcb_1sd_8pp,0.476,0.116,0.098,7.0,0.018,0.007,t12,80.952,A,CORROBORATED,True,True,605400.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Kyle Bradish,110,140,4.862,5.5,105.0,fanatics,-122.0,draftkings,0.36,0.375,0.36,0.359,H0,lcb_1sd_8pp,0.472,-0.111,-0.097,7.0,0.014,0.008,t12,84.454,A,CORROBORATED,True,True,680694.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Matthew Liberatore,138,115,4.694,5.5,116.0,fanduel,-138.0,draftkings,0.326,0.354,0.326,0.321,H0,lcb_1sd_8pp,0.442,-0.116,-0.088,4.0,0.028,0.007,t12,72.39,A,CORROBORATED,True,True,669461.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Jake Bennett,111,133,4.309,4.5,-130.0,fanatics,115.0,draftkings,0.439,0.461,0.439,0.434,H0,lcb_1sd_8pp,0.546,-0.107,-0.085,7.0,0.022,0.013,t12,67.459,B,CORROBORATED,True,True,687562.0,UNDER,PAPER-CONV,0.0,0.0,0.0,False
Seth Lugo,118,112,4.562,3.5,-154.0,fanduel,124.0,betonlineag,0.678,0.649,0.678,0.681,H0,lcb_1sd_8pp,0.575,0.102,0.073,4.0,0.029,0.003,t12,76.803,A,CORROBORATED,True,False,607625.0,-,PAPER-CONV,0.0,0.0,0.0,False
Kyle Freeland,115,138,4.149,3.5,-110.0,betmgm,-108.0,draftkings,0.592,0.573,0.592,0.593,H0,lcb_1sd_8pp,0.501,0.091,0.072,6.0,0.019,0.006,t12,83.45,A,CORROBORATED,False,False,607536.0,-,,0.0,0.0,0.0,False
