bets,wins,losses,pushes,win_rate,roi,profit_units,roi_ci_lo,roi_ci_mid,roi_ci_hi,p_roi_gt_0,avg_edge_pct,avg_abs_gap,avg_odds,overs,unders,brier,log_loss
70,37,33,0,0.5285714285714286,-0.016477835762395948,-1.1534485033677164,-0.23996337741896043,-0.01974163188478919,0.19738976600649888,0.5579280257030474,22.438971658307636,0.7792238460616977,-56.0,0,70,0.25875505532535725,0.7144145777637714
