bets,win_rate,staked,profit,roi,max_drawdown,max_drawdown_pct,sharpe
335,0.5164179104477612,16750.0,2136.4220526269046,0.12754758523145698,-763.3359073359072,-0.7633359073359072,2.1311631474781563
