bets,win_rate,staked,profit,roi,max_drawdown,max_drawdown_pct,sharpe
967,0.5077559462254395,48350.0,3611.8284224531317,0.07470172538682796,-1335.5060809685292,-1.3355060809685293,1.9749912663304627
