bets,win_rate,staked,profit,roi,max_drawdown,max_drawdown_pct,sharpe
724,0.5041436464088398,36200.0,2909.349291343997,0.08036876495425406,-1426.1469188702195,-1.4261469188702194,1.8008673337039107
